"RelativePath"                                                                , "Width", "Height", "Format"
"ui\common\game\resources\energy_btn_over.dds"                                , "68"   , "60"    , "dds"
"ui\common\game\resources\energy_btn_up.dds"                                  , "56"   , "56"    , "dds"
"ui\common\game\resources\energy-advanced_bmp.dds"                            , "48"   , "36"    , "dds"
"ui\common\game\resources\energy-back_bmp.dds"                                , "392"  , "60"    , "dds"
"ui\common\game\resources\energy-bar_bmp.dds"                                 , "192"  , "12"    , "dds"
"ui\common\game\resources\energy-bar-back_bmp.dds"                            , "192"  , "12"    , "dds"
"ui\common\game\resources\energy-bar-edge_bmp.dds"                            , "140"  , "40"    , "dds"
"ui\common\game\resources\mass_btn_dis.dds"                                   , "64"   , "56"    , "dds"
"ui\common\game\resources\mass_btn_down.dds"                                  , "68"   , "60"    , "dds"
"ui\common\game\resources\mass_btn_over.dds"                                  , "68"   , "60"    , "dds"
"ui\common\game\resources\mass_btn_up.dds"                                    , "72"   , "60"    , "dds"
"ui\common\game\resources\mass-advanced_bmp.dds"                              , "48"   , "36"    , "dds"
"ui\common\game\resources\mass-advanced_over_bmp.dds"                         , "52"   , "36"    , "dds"
"ui\common\game\resources\mass-back_bmp.dds"                                  , "396"  , "48"    , "dds"
"ui\common\game\resources\mass-bar_bmp.dds"                                   , "192"  , "12"    , "dds"
"ui\common\game\resources\mass-bar-back_bmp.dds"                              , "192"  , "12"    , "dds"
"ui\common\game\resources\mass-bar-edge_bmp.dds"                              , "52"   , "40"    , "dds"
"ui\common\game\resources\resource_rate_bmp.dds"                              , "72"   , "40"    , "dds"
"ui\common\game\resources\resource_rate_over_bmp.dds"                         , "72"   , "40"    , "dds"
"ui\common\game\selection-bracket\selection-bracket_bmp.dds"                  , "48"   , "44"    , "dds"
"ui\common\game\selection-bracket\selection-bracket-glow_bmp.dds"             , "64"   , "64"    , "dds"
"ui\common\game\selection-bracket\selection-bracket-white_bmp.dds"            , "48"   , "44"    , "dds"
"ui\common\game\selection\selection_brackets_enemy_highlighted.dds"           , "128"  , "128"   , "dds"
"ui\common\game\selection\selection_brackets_enemy.dds"                       , "128"  , "128"   , "dds"
"ui\common\game\selection\selection_brackets_neutral_highlighted.dds"         , "128"  , "128"   , "dds"
"ui\common\game\selection\selection_brackets_neutral.dds"                     , "128"  , "128"   , "dds"
"ui\common\game\selection\selection_brackets_player_highlighted.dds"          , "128"  , "128"   , "dds"
"ui\common\game\selection\selection_brackets_player.dds"                      , "128"  , "128"   , "dds"
"ui\common\game\selection\selection.dds"                                      , "100"  , "100"   , "dds"
"ui\common\game\seraphim-enhancements\adss_btn_down.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\adss_btn_over.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\adss_btn_sel.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\adss_btn_up.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\aes_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\aes_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\aes_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\aes_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\anrf_btn_down.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\anrf_btn_over.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\anrf_btn_sel.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\anrf_btn_up.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\cba_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\cba_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\cba_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\cba_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\dss_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\dss_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\dss_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\dss_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ees_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ees_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ees_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ees_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\efm_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\efm_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\efm_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\efm_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\eras_btn_down.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\eras_btn_over.dds"                      , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\eras_btn_sel.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\eras_btn_up.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\hsa_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\hsa_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\hsa_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\hsa_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\nrf_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\nrf_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\nrf_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\nrf_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\oc_btn_down.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\oc_btn_over.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\oc_btn_sel.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\oc_btn_up.dds"                          , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\pqt_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\pqt_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\pqt_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\pqt_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ras_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ras_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ras_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ras_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sp_btn_down.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sp_btn_over.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sp_btn_sel.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sp_btn_up.dds"                          , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sre_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sre_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sre_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\sre_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ss_btn_down.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ss_btn_over.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ss_btn_sel.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\ss_btn_up.dds"                          , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tml_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tml_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tml_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tml_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tmu_btn_down.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tmu_btn_over.dds"                       , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tmu_btn_sel.dds"                        , "64"   , "64"    , "dds"
"ui\common\game\seraphim-enhancements\tmu_btn_up.dds"                         , "64"   , "64"    , "dds"
"ui\common\game\small-side_scr\arrow-left_scr_dis.dds"                        , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-left_scr_down.dds"                       , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-left_scr_over.dds"                       , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-left_scr_up.dds"                         , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-right_scr_dis.dds"                       , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-right_scr_down.dds"                      , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-right_scr_over.dds"                      , "36"   , "36"    , "dds"
"ui\common\game\small-side_scr\arrow-right_scr_up.dds"                        , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-down_scr_dis.dds"                        , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-down_scr_down.dds"                       , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-down_scr_over.dds"                       , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-down_scr_up.dds"                         , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-up_scr_dis.dds"                          , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-up_scr_down.dds"                         , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-up_scr_over.dds"                         , "36"   , "36"    , "dds"
"ui\common\game\small-vert_scr\arrow-up_scr_up.dds"                           , "36"   , "36"    , "dds"
"ui\common\game\strategicicons\icon_bomber_antinavy_over.dds"                 , "20"   , "12"    , "dds"
"ui\common\game\strategicicons\icon_bomber_antinavy_rest.dds"                 , "20"   , "12"    , "dds"
"ui\common\game\strategicicons\icon_bomber_antinavy_selected.dds"             , "24"   , "16"    , "dds"
"ui\common\game\strategicicons\icon_bomber_antinavy_selectedover.dds"         , "24"   , "16"    , "dds"
"ui\common\game\strategicicons\icon_bomber_directfire_over.dds"               , "20"   , "12"    , "dds"
"ui\common\game\strategicicons\icon_bomber_directfire_rest.dds"               , "20"   , "12"    , "dds"
